accession	phylum	class	species
RS_GCF_023227875	Halobacteriota	Methanomicrobia	Methanoregula sp023227875
GB_GCA_023228295	Halobacteriota	Methanomicrobia	Methanoregula sp023228295
GB_GCA_025350045	Halobacteriota	Methanomicrobia	Methanoregula sp025350045
GB_GCA_028679075	Halobacteriota	Methanomicrobia	Methanoregula sp028679075
RS_GCF_028679125	Halobacteriota	Methanomicrobia	Methanoregula sp028679125
GB_GCA_028679185	Halobacteriota	Methanomicrobia	Methanoregula sp028679185
RS_GCF_028712425	Halobacteriota	Methanomicrobia	Methanoregula sp028712425
GB_GCA_030651815	Halobacteriota	Methanomicrobia	Methanoregula sp030651815
GB_GCA_030653335	Halobacteriota	Methanomicrobia	Methanoregula sp030653335
GB_GCA_030694985	Halobacteriota	Methanomicrobia	Methanoregula sp030694985
GB_GCA_030919125	Halobacteriota	Methanomicrobia	Methanoregula sp030919125
GB_GCA_035527915	Halobacteriota	Methanomicrobia	Methanoregula sp035527915
RS_GCF_035543475	Halobacteriota	Methanomicrobia	Methanoregula sp035543475
GB_GCA_039698055	Halobacteriota	Methanomicrobia	Methanoregula sp039698055
GB_GCA_041645055	Halobacteriota	Methanomicrobia	Methanoregula sp041645055
GB_GCA_041645435	Halobacteriota	Methanomicrobia	Methanoregula sp041645435
RS_GCF_041645475	Halobacteriota	Methanomicrobia	Methanoregula sp041645475
GB_GCA_041662685	Halobacteriota	Methanomicrobia	Methanoregula sp041662685
RS_GCF_041663825	Halobacteriota	Methanomicrobia	Methanoregula sp041663825
GB_GCA_903851935	Halobacteriota	Methanomicrobia	Methanoregula sp903832665
RS_GCF_963662735	Halobacteriota	Methanomicrobia	Methanoregula sp963662735
RS_GCF_963667735	Halobacteriota	Methanomicrobia	Methanoregula sp963667735
GB_GCA_963676675	Halobacteriota	Methanomicrobia	Methanoregula sp963676675
RS_GCF_963677065	Halobacteriota	Methanomicrobia	Methanoregula sp963677065
RS_GCF_963678795	Halobacteriota	Methanomicrobia	Methanoregula sp963678795
GB_GCA_031286225	Methanobacteriota	Methanobacteria	Methanorudis spinitermitis
RS_GCF_024808815	Halobacteriota	Methanosarcinia	Methanosalsum natronophilum
RS_GCF_000217995	Halobacteriota	Methanosarcinia	Methanosalsum zhilinae
RS_GCF_000007345	Halobacteriota	Methanosarcinia	Methanosarcina acetivorans
RS_GCF_000970065	Halobacteriota	Methanosarcinia	Methanosarcina barkeri
RS_GCF_000970305	Halobacteriota	Methanosarcinia	Methanosarcina barkeri_A
RS_GCF_000969985	Halobacteriota	Methanosarcinia	Methanosarcina barkeri_B
RS_GCF_031461075	Halobacteriota	Methanosarcinia	Methanosarcina barkeri_C
RS_GCF_001304615	Halobacteriota	Methanosarcinia	Methanosarcina flavescens
RS_GCF_000970285	Halobacteriota	Methanosarcinia	Methanosarcina horonobensis
RS_GCF_000970265	Halobacteriota	Methanosarcinia	Methanosarcina lacustris
GB_GCA_038562655	Halobacteriota	Methanosarcinia	Methanosarcina mazei
RS_GCF_000970085	Halobacteriota	Methanosarcinia	Methanosarcina siciliae
RS_GCF_000969965	Halobacteriota	Methanosarcinia	Methanosarcina sp000969965
RS_GCF_000979475	Halobacteriota	Methanosarcinia	Methanosarcina sp000979455
GB_GCA_001714685	Halobacteriota	Methanosarcinia	Methanosarcina sp001714685
GB_GCA_036755105	Halobacteriota	Methanosarcinia	Methanosarcina sp002496565
GB_GCA_002508475	Halobacteriota	Methanosarcinia	Methanosarcina sp002499445
RS_GCF_002505485	Halobacteriota	Methanosarcinia	Methanosarcina sp002505485
GB_GCA_012839505	Halobacteriota	Methanosarcinia	Methanosarcina sp002509325
GB_GCA_003164755	Halobacteriota	Methanosarcinia	Methanosarcina sp003164755
RS_GCF_004099695	Halobacteriota	Methanosarcinia	Methanosarcina sp004099695
RS_GCF_034331585	Halobacteriota	Methanosarcinia	Methanosarcina sp020804225
GB_GCA_023399215	Halobacteriota	Methanosarcinia	Methanosarcina sp023399215
RS_GCF_024372725	Halobacteriota	Methanosarcinia	Methanosarcina sp024372725
RS_GCF_028693135	Halobacteriota	Methanosarcinia	Methanosarcina sp028693135
GB_GCA_030054735	Halobacteriota	Methanosarcinia	Methanosarcina sp030054735
RS_GCF_035390745	Halobacteriota	Methanosarcinia	Methanosarcina sp035390745
GB_GCA_035560835	Halobacteriota	Methanosarcinia	Methanosarcina sp035560835
GB_GCA_036504475	Halobacteriota	Methanosarcinia	Methanosarcina sp036504475
GB_GCA_036838325	Halobacteriota	Methanosarcinia	Methanosarcina sp11020u
RS_GCF_033485125	Halobacteriota	Methanosarcinia	Methanosarcina spelaei
GB_GCA_036679345	Halobacteriota	Methanosarcinia	Methanosarcina thermophila
RS_GCF_000969945	Halobacteriota	Methanosarcinia	Methanosarcina vacuolata
RS_GCF_002287195	Methanobacteriota	Methanobacteria	Methanosphaera cuniculi
RS_GCF_028890305	Methanobacteriota	Methanobacteria	Methanosphaera massiliense
RS_GCF_001729965	Methanobacteriota	Methanobacteria	Methanosphaera sp001729965
RS_GCF_003268005	Methanobacteriota	Methanobacteria	Methanosphaera sp003268005
RS_GCF_016282985	Methanobacteriota	Methanobacteria	Methanosphaera sp016282985
RS_GCF_034480035	Methanobacteriota	Methanobacteria	Methanosphaera sp017431845
RS_GCF_029226445	Methanobacteriota	Methanobacteria	Methanosphaera sp022768985
GB_GCA_030539615	Methanobacteriota	Methanobacteria	Methanosphaera sp030539615
GB_GCA_946542835	Methanobacteriota	Methanobacteria	Methanosphaera sp11921u
RS_GCF_000012545	Methanobacteriota	Methanobacteria	Methanosphaera stadtmanae
GB_GCA_015062825	Methanobacteriota	Methanobacteria	Methanosphaera stadtmanae_A
GB_GCA_015062805	Methanobacteriota	Methanobacteria	Methanosphaera stadtmanae_C
RS_GCF_000021965	Halobacteriota	Methanomicrobia	Methanosphaerula palustris
RS_GCF_000013445	Halobacteriota	Methanomicrobia	Methanospirillum hungatei
RS_GCF_020216685	Halobacteriota	Methanomicrobia	Methanospirillum hungatei_B
RS_GCF_003173355	Halobacteriota	Methanomicrobia	Methanospirillum lacunae
RS_GCF_018435085	Halobacteriota	Methanomicrobia	Methanospirillum sp012520015
GB_GCA_012729535	Halobacteriota	Methanomicrobia	Methanospirillum sp012729535
RS_GCF_018502485	Halobacteriota	Methanomicrobia	Methanospirillum sp012729995
RS_GCF_041859935	Halobacteriota	Methanomicrobia	Methanospirillum sp028695895
RS_GCF_035560735	Halobacteriota	Methanomicrobia	Methanospirillum sp035560735
GB_GCA_035561295	Halobacteriota	Methanomicrobia	Methanospirillum sp035561295
RS_GCF_963668475	Halobacteriota	Methanomicrobia	Methanospirillum sp963668475
RS_GCF_003173335	Halobacteriota	Methanomicrobia	Methanospirillum stamsii
GB_GCA_039630675	Thermoproteota	Methanomethylicia	Methanosuratincola petrocarbonis
GB_GCA_014361455	Thermoproteota	Methanomethylicia	Methanosuratincola sp014361455
GB_GCA_029907755	Thermoproteota	Methanomethylicia	Methanosuratincola sp029907755
GB_GCA_037478935	Thermoproteota	Methanomethylicia	Methanosuratincola sp037478935
GB_GCA_004028775	Thermoproteota	Methanomethylicia	Methanosuratincola subterraneus
GB_GCA_001507955	Methanobacteriota	Methanobacteria	Methanothermobacter_A sp001507955
GB_GCA_003584625	Methanobacteriota	Methanobacteria	Methanothermobacter_A sp003584625
GB_GCA_030055615	Methanobacteriota	Methanobacteria	Methanothermobacter_A sp030055615
GB_GCA_030019295	Methanobacteriota	Methanobacteria	Methanothermobacter_A tenebrarum
GB_GCA_013178175	Methanobacteriota	Methanobacteria	Methanothermobacter_A tenebrarum_A
RS_GCF_026692625	Methanobacteriota	Methanobacteria	Methanothermobacter marburgensis
RS_GCF_000828575	Methanobacteriota	Methanobacteria	Methanothermobacter sp000828575
RS_GCF_022014235	Methanobacteriota	Methanobacteria	Methanothermobacter sp022014235
RS_GCF_030055425	Methanobacteriota	Methanobacteria	Methanothermobacter sp030055425
RS_GCF_030055435	Methanobacteriota	Methanobacteria	Methanothermobacter sp030055435
RS_GCF_027554905	Methanobacteriota	Methanobacteria	Methanothermobacter thermautotrophicus
RS_GCF_014889545	Methanobacteriota	Methanobacteria	Methanothermobacter thermautotrophicus_A
GB_GCA_900095815	Methanobacteriota	Methanobacteria	Methanothermobacter wolfei
RS_GCF_000376965	Methanobacteriota	Methanococci	Methanothermococcus thermolithotrophicus
GB_GCA_000166095	Methanobacteriota	Methanobacteria	Methanothermus fervidus
RS_GCF_024518575	Halobacteriota	Methanosarcinia	Methanothrix_B sp024518575
GB_GCA_026419855	Halobacteriota	Methanosarcinia	Methanothrix_B sp026419855
GB_GCA_035360335	Halobacteriota	Methanosarcinia	Methanothrix_B sp029553285
GB_GCA_029907715	Halobacteriota	Methanosarcinia	Methanothrix_B sp029907715
RS_GCF_030055635	Halobacteriota	Methanosarcinia	Methanothrix_B sp030055635
RS_GCF_000014945	Halobacteriota	Methanosarcinia	Methanothrix_B thermoacetophila
GB_GCA_029549045	Halobacteriota	Methanosarcinia	Methanothrix soehngenii
GB_GCA_002067365	Halobacteriota	Methanosarcinia	Methanothrix sp002067365
GB_GCA_002067705	Halobacteriota	Methanosarcinia	Methanothrix sp002067705
GB_GCA_002067755	Halobacteriota	Methanosarcinia	Methanothrix sp002067755
RS_GCF_023229265	Halobacteriota	Methanosarcinia	Methanothrix sp002498745
GB_GCA_003857025	Halobacteriota	Methanosarcinia	Methanothrix sp003857025
RS_GCF_011620785	Halobacteriota	Methanosarcinia	Methanothrix sp011620785
GB_GCA_035382285	Halobacteriota	Methanosarcinia	Methanothrix sp016706325
GB_GCA_016927055	Halobacteriota	Methanosarcinia	Methanothrix sp016927055
GB_GCA_033812415	Halobacteriota	Methanosarcinia	Methanothrix sp017994055
GB_GCA_035369905	Halobacteriota	Methanosarcinia	Methanothrix sp018052825
GB_GCA_041664085	Halobacteriota	Methanosarcinia	Methanothrix sp023229165
GB_GCA_025361645	Halobacteriota	Methanosarcinia	Methanothrix sp025361645
GB_GCA_026394555	Halobacteriota	Methanosarcinia	Methanothrix sp026394555
GB_GCA_963677865	Halobacteriota	Methanosarcinia	Methanothrix sp028682845
GB_GCA_030372945	Halobacteriota	Methanosarcinia	Methanothrix sp030372945
GB_GCA_035527135	Halobacteriota	Methanosarcinia	Methanothrix sp035527135
GB_GCA_037128175	Halobacteriota	Methanosarcinia	Methanothrix sp037128175
GB_GCA_903883005	Halobacteriota	Methanosarcinia	Methanothrix sp903871465
GB_GCA_937864385	Halobacteriota	Methanosarcinia	Methanothrix sp937864385
GB_GCA_963678495	Halobacteriota	Methanosarcinia	Methanothrix sp963682135
RS_GCF_000243455	Methanobacteriota	Methanococci	Methanotorris formicicus
RS_GCF_000214415	Methanobacteriota	Methanococci	Methanotorris igneus
GB_GCA_031272765	Methanobacteriota	Methanobacteria	Methanovirga australis
GB_GCA_031289325	Methanobacteriota	Methanobacteria	Methanovirga meridionalis
GB_GCA_016841485	Halobacteriota	Methanomicrobia	Methanovulcanius sp016841485
RS_GCF_018687785	Halobacteriota	Methanomicrobia	Methanovulcanius yangii
RS_GCF_000711905	Halobacteriota	Methanosarcinia	Methermicoccus shengliensis
GB_GCA_029637525	Thermoproteota	Thermoprotei_A	MEX13ELK6-19 sp029637525
GB_GCA_964007955	Thermoplasmatota	Poseidoniia	MGIIa-K1 sp002710015
GB_GCA_003602535	Thermoplasmatota	Poseidoniia	MGIIa-K1 sp003602535
GB_GCA_012959485	Thermoplasmatota	Poseidoniia	MGIIa-K1 sp004195515
GB_GCA_018659815	Thermoplasmatota	Poseidoniia	MGIIa-K1 sp018650165
GB_GCA_000246735	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp000246735
GB_GCA_016777175	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002172355
GB_GCA_964013535	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002495945
GB_GCA_027619555	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002499015
GB_GCA_943842745	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002502605
GB_GCA_943844695	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002506275
GB_GCA_002687075	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002687075
GB_GCA_964005665	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002726395
GB_GCA_943788655	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp009887095
GB_GCA_937896455	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp009887195
GB_GCA_963980575	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp018659375
GB_GCA_018694985	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp018662825
GB_GCA_963979395	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp018667575
GB_GCA_028822845	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp028822845
GB_GCA_963968125	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp028822955
GB_GCA_029250325	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp029250305
GB_GCA_963997415	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp8160u
GB_GCA_963932705	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp905181785
GB_GCA_037622285	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp905182125
GB_GCA_963932565	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp905182185
GB_GCA_949372615	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp905182715
GB_GCA_937892945	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp937892945
GB_GCA_938075675	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp938075675
GB_GCA_036821685	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp938084455
GB_GCA_949372875	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp949372875
GB_GCA_937915175	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp9513u
GB_GCA_964001615	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp9596u
GB_GCA_964001175	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp964001175
GB_GCA_964015875	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp964015875
GB_GCA_963990755	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp002171315
GB_GCA_964002215	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp002499195
GB_GCA_937894155	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp002502215
GB_GCA_964012785	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp002698145
GB_GCA_964014005	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp002722615
GB_GCA_963934235	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp009887135
GB_GCA_963991325	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp016777125
GB_GCA_937894115	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp937894115
GB_GCA_963968405	Thermoplasmatota	Poseidoniia	MGIIa-L2 sp937911445
GB_GCA_002712495	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp002496845
GB_GCA_964015155	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp002694585
GB_GCA_963998175	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp002722135
GB_GCA_937907075	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp002723635
GB_GCA_023254445	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp023254445
GB_GCA_038105625	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp030830875
GB_GCA_964013155	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp11892u
GB_GCA_002718195	Thermoplasmatota	Poseidoniia	MGIIa-L4 sp002718195
GB_GCA_963999185	Thermoplasmatota	Poseidoniia	MGIIb-N1 sp002499585
GB_GCA_011523055	Thermoplasmatota	Poseidoniia	MGIIb-N1 sp011523055
GB_GCA_964000085	Thermoplasmatota	Poseidoniia	MGIIb-N2 sp002502625
GB_GCA_036145775	Thermoplasmatota	Poseidoniia	MGIIb-N2 sp002697105
GB_GCA_002708015	Thermoplasmatota	Poseidoniia	MGIIb-N2 sp002708015
GB_GCA_963968505	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002497025
GB_GCA_963991825	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002497895
GB_GCA_963934175	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002498525
GB_GCA_002504415	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002498725
GB_GCA_964004455	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002502175
GB_GCA_008080995	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp002685415
GB_GCA_022449345	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp022449345
GB_GCA_029250665	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp029250665
GB_GCA_030740835	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp12570u
GB_GCA_963934565	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp8684u
GB_GCA_937876055	Thermoplasmatota	Poseidoniia	MGIIb-O1 sp937876055
GB_GCA_937890935	Thermoplasmatota	Poseidoniia	MGIIb-O2 sp002494975
GB_GCA_963990265	Thermoplasmatota	Poseidoniia	MGIIb-O2 sp002498985
GB_GCA_963998875	Thermoplasmatota	Poseidoniia	MGIIb-O2 sp002504905
GB_GCA_964003245	Thermoplasmatota	Poseidoniia	MGIIb-O2 sp964003245
GB_GCA_938049375	Thermoplasmatota	Poseidoniia	MGIIb-O3 sp002172375
GB_GCA_002171445	Thermoplasmatota	Poseidoniia	MGIIb-O3 sp002457145
GB_GCA_949372745	Thermoplasmatota	Poseidoniia	MGIIb-O3 sp002503285
GB_GCA_964004435	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp002498925
GB_GCA_963998425	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp002499865
GB_GCA_963992115	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp002501805
GB_GCA_963989695	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp028283505
GB_GCA_036154155	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp036154155
GB_GCA_963999015	Thermoplasmatota	Poseidoniia	MGIIb-P sp002724815
GB_GCA_028821675	Thermoplasmatota	Poseidoniia	MGIIb-P sp028821675
GB_GCA_028821815	Thermoplasmatota	Poseidoniia	MGIIb-P sp028821815
GB_GCA_001896515	Micrarchaeota	Micrarchaeia	Micrarchaeum_A acidiphilum_A
GB_GCA_026127865	Micrarchaeota	Micrarchaeia	Micrarchaeum acidiphilum
GB_GCA_027343445	Micrarchaeota	Micrarchaeia	Micrarchaeum_A sp021797495
GB_GCA_027318105	Micrarchaeota	Micrarchaeia	Micrarchaeum_A sp021827665
GB_GCA_023485295	Micrarchaeota	Micrarchaeia	Micrarchaeum_A sp023485295
GB_GCA_002011155	Halobacteriota	Archaeoglobi	Mnemosynella biddleae
GB_GCA_001872185	Nanobdellota	Nanobdellia	MNVX01 sp001872185
GB_GCA_024275415	Asgardarchaeota	Thorarchaeia	MP5-2226 sp024275415
GB_GCA_030612005	Asgardarchaeota	Thorarchaeia	MP8T-1 sp030612005
RS_GCF_000970045	Halobacteriota	Methanosarcinia	MTP4 sp000970045
GB_GCA_016841265	Halobacteriota	Methanosarcinia	MTP4 sp016841265
GB_GCA_016841625	Halobacteriota	Methanosarcinia	MTP4 sp016841625
GB_GCA_030627005	Halobacteriota	Methanosarcinia	MTP4 sp9310u
GB_GCA_035420185	Halobacteriota	Methanosarcinia	MVQI01 sp002067795
GB_GCA_002067865	Thermoplasmatota	Thermoplasmata	MVRC01 sp002067865
GB_GCA_013415865	Thermoplasmatota	Thermoplasmata	MVRC01 sp013415865
GB_GCA_021372315	Thermoplasmatota	Thermoplasmata	MVRC01 sp021372315
GB_GCA_002067895	Halobacteriota	Methanomicrobia	MVRE01 sp002067895
GB_GCA_015660965	Halobacteriota	Methanomicrobia	MVRE01 sp015660965
GB_GCA_035389685	Halobacteriota	Methanomicrobia	MVRE01 sp022711635
GB_GCA_026394605	Halobacteriota	Methanomicrobia	MVRE01 sp026394605
GB_GCA_026625165	Halobacteriota	Methanomicrobia	MVRE01 sp026625165
GB_GCA_903900025	Halobacteriota	Methanomicrobia	MVRE01 sp903900025
GB_GCA_035351515	Nanobdellota	Nanobdellia	MWBV01 sp002069705
GB_GCA_014189685	Undinarchaeota	Undinarchaeia	Naiadarchaeum limnaeum
GB_GCA_022729335	Nanohalarchaeota	Nanosalinia	Nanoanaerosalina halalkaliphila
GB_GCA_022729255	Nanohalarchaeota	Nanosalinia	Nanoanaerosalina sp022729255
GB_GCA_000008085	Nanobdellota	Nanobdellia	Nanoarchaeum equitans
GB_GCA_001552015	Nanobdellota	Nanobdellia	Nanobdella acidilobi
RS_GCF_023169545	Nanobdellota	Nanobdellia	Nanobdella aerobiophila
GB_GCA_000387965	Nanobdellota	Nanobdellia	Nanobdella stetteri
GB_GCA_028276855	Nanobdellota	Nanobdellia	Nanobdella stetteri_A
RS_GCF_009617975	Nanohalarchaeota	Nanosalinia	Nanohalobium constans
GB_GCA_001761425	Nanohalarchaeota	Nanosalinia	Nanohalobium sp001761425
RS_GCF_029207735	Nanohalarchaeota	Nanosalinia	Nanohalococcus occultus
RS_GCF_029232205	Nanohalarchaeota	Nanosalinia	Nanohalovita haloferacivicina
GB_GCA_013343275	Nanohalarchaeota	Nanosalinia	Nanohalovita sp013343275
RS_GCF_023638055	Halobacteriota	Halobacteria	Natranaeroarchaeum aerophilum
RS_GCF_017094485	Halobacteriota	Halobacteria	Natranaeroarchaeum sulfidigenes
RS_GCF_002156705	Halobacteriota	Halobacteria	Natrarchaeobaculum aegyptiacum
RS_GCF_003430825	Halobacteriota	Halobacteria	Natrarchaeobaculum sulfurireducens
RS_GCF_003841505	Halobacteriota	Halobacteria	Natrarchaeobius chitinivorans
RS_GCF_003841465	Halobacteriota	Halobacteria	Natrarchaeobius chitinivorans_A
RS_GCF_003841485	Halobacteriota	Halobacteria	Natrarchaeobius halalkaliphilus
RS_GCF_041205745	Halobacteriota	Halobacteria	Natrarchaeobius sp041205745
RS_GCF_008245225	Halobacteriota	Halobacteria	Natrarchaeobius swarupiae
RS_GCF_034808065	Halobacteriota	Halobacteria	Natrialba aegyptia
RS_GCF_000337555	Halobacteriota	Halobacteria	Natrialba asiatica
RS_GCF_000337135	Halobacteriota	Halobacteria	Natrialba chahannaoensis
RS_GCF_000337575	Halobacteriota	Halobacteria	Natrialba hulunbeirensis
RS_GCF_000025625	Halobacteriota	Halobacteria	Natrialba magadii
RS_GCF_001861355	Halobacteriota	Halobacteria	Natrialba sp001861355
